respondent_id,cohort,age_band,episode,score
R0416,Public bank,30-44,Get support,4
R0416,Public bank,30-44,Apply for credit,7
R0417,Public bank,30-44,Open an account,10
R0417,Public bank,30-44,Make a payment,8
R0417,Public bank,30-44,Get support,3
R0417,Public bank,30-44,Apply for credit,7
R0418,Private bank,18-29,Open an account,10
R0418,Private bank,18-29,Make a payment,8
R0418,Private bank,18-29,Get support,9
R0418,Private bank,18-29,Apply for credit,7
R0419,Private bank,30-44,Open an account,7
R0419,Private bank,30-44,Make a payment,6
R0419,Private bank,30-44,Get support,5
R0419,Private bank,30-44,Apply for credit,8
R0420,Private bank,45-59,Open an account,8
R0420,Private bank,45-59,Make a payment,10
R0420,Private bank,45-59,Get support,9
R0420,Private bank,45-59,Apply for credit,8
R0421,Private bank,45-59,Open an account,7
R0421,Private bank,45-59,Make a payment,8
R0421,Private bank,45-59,Get support,6
R0421,Private bank,45-59,Apply for credit,6
R0422,Neobank / payments app,18-29,Open an account,8
R0422,Neobank / payments app,18-29,Make a payment,8
R0422,Neobank / payments app,18-29,Get support,8
R0422,Neobank / payments app,18-29,Apply for credit,5
R0423,Private bank,18-29,Open an account,7
R0423,Private bank,18-29,Make a payment,10
R0423,Private bank,18-29,Get support,8
R0423,Private bank,18-29,Apply for credit,9
R0424,Neobank / payments app,18-29,Open an account,10
R0424,Neobank / payments app,18-29,Make a payment,10
R0424,Neobank / payments app,18-29,Get support,6
R0424,Neobank / payments app,18-29,Apply for credit,6
R0425,Private bank,45-59,Open an account,10
R0425,Private bank,45-59,Make a payment,9
R0425,Private bank,45-59,Get support,9
R0425,Private bank,45-59,Apply for credit,8
R0426,Private bank,30-44,Open an account,8
R0426,Private bank,30-44,Make a payment,8
R0426,Private bank,30-44,Get support,9
R0426,Private bank,30-44,Apply for credit,4
R0427,Neobank / payments app,18-29,Open an account,10
R0427,Neobank / payments app,18-29,Make a payment,8
R0427,Neobank / payments app,18-29,Get support,5
R0427,Neobank / payments app,18-29,Apply for credit,8
R0428,Neobank / payments app,18-29,Open an account,10
R0428,Neobank / payments app,18-29,Make a payment,10
R0428,Neobank / payments app,18-29,Get support,5
R0428,Neobank / payments app,18-29,Apply for credit,5
R0429,Private bank,18-29,Open an account,10
R0429,Private bank,18-29,Make a payment,7
R0429,Private bank,18-29,Get support,10
R0429,Private bank,18-29,Apply for credit,3
R0430,Neobank / payments app,18-29,Open an account,9
R0430,Neobank / payments app,18-29,Make a payment,10
R0430,Neobank / payments app,18-29,Get support,10
R0430,Neobank / payments app,18-29,Apply for credit,8
R0431,Neobank / payments app,45-59,Open an account,9
R0431,Neobank / payments app,45-59,Make a payment,8
R0431,Neobank / payments app,45-59,Get support,8
R0431,Neobank / payments app,45-59,Apply for credit,2
R0432,Private bank,18-29,Open an account,7
R0432,Private bank,18-29,Make a payment,7
R0432,Private bank,18-29,Get support,5
R0432,Private bank,18-29,Apply for credit,8
R0433,Private bank,30-44,Open an account,6
R0433,Private bank,30-44,Make a payment,10
R0433,Private bank,30-44,Get support,8
R0433,Private bank,30-44,Apply for credit,6
R0434,Neobank / payments app,30-44,Open an account,7
R0434,Neobank / payments app,30-44,Make a payment,10
R0434,Neobank / payments app,30-44,Get support,6
R0434,Neobank / payments app,30-44,Apply for credit,8
R0435,Public bank,30-44,Open an account,4
R0435,Public bank,30-44,Make a payment,7
R0435,Public bank,30-44,Get support,6
R0435,Public bank,30-44,Apply for credit,6
R0436,Neobank / payments app,18-29,Open an account,6
R0436,Neobank / payments app,18-29,Make a payment,10
R0436,Neobank / payments app,18-29,Get support,8
R0436,Neobank / payments app,18-29,Apply for credit,6
R0437,Neobank / payments app,18-29,Open an account,8
R0437,Neobank / payments app,18-29,Make a payment,10
R0437,Neobank / payments app,18-29,Get support,7
R0437,Neobank / payments app,18-29,Apply for credit,8
R0438,Private bank,30-44,Open an account,7
R0438,Private bank,30-44,Make a payment,6
R0438,Private bank,30-44,Get support,9
R0438,Private bank,30-44,Apply for credit,7
R0439,Private bank,60+,Open an account,8
R0439,Private bank,60+,Make a payment,6
R0439,Private bank,60+,Get support,8
R0439,Private bank,60+,Apply for credit,7
R0440,Neobank / payments app,30-44,Open an account,6
R0440,Neobank / payments app,30-44,Make a payment,9
R0440,Neobank / payments app,30-44,Get support,6
R0440,Neobank / payments app,30-44,Apply for credit,10
R0441,Neobank / payments app,18-29,Open an account,7
R0441,Neobank / payments app,18-29,Make a payment,10
R0441,Neobank / payments app,18-29,Get support,5
R0441,Neobank / payments app,18-29,Apply for credit,8
R0442,Private bank,18-29,Open an account,7
R0442,Private bank,18-29,Make a payment,7
R0442,Private bank,18-29,Get support,7
R0442,Private bank,18-29,Apply for credit,7
R0443,Private bank,18-29,Open an account,7
R0443,Private bank,18-29,Make a payment,5
R0443,Private bank,18-29,Get support,7
R0443,Private bank,18-29,Apply for credit,7
R0444,Neobank / payments app,30-44,Open an account,10
R0444,Neobank / payments app,30-44,Make a payment,8
R0444,Neobank / payments app,30-44,Get support,6
R0444,Neobank / payments app,30-44,Apply for credit,7
R0445,Private bank,18-29,Open an account,7
R0445,Private bank,18-29,Make a payment,8
R0445,Private bank,18-29,Get support,6
R0445,Private bank,18-29,Apply for credit,9
R0446,Private bank,45-59,Open an account,5
R0446,Private bank,45-59,Make a payment,7
R0446,Private bank,45-59,Get support,8
R0446,Private bank,45-59,Apply for credit,10
R0447,Neobank / payments app,45-59,Open an account,10
R0447,Neobank / payments app,45-59,Make a payment,6
R0447,Neobank / payments app,45-59,Get support,7
R0447,Neobank / payments app,45-59,Apply for credit,5
R0448,Private bank,18-29,Open an account,6
R0448,Private bank,18-29,Make a payment,10
R0448,Private bank,18-29,Get support,10
R0448,Private bank,18-29,Apply for credit,9
R0449,Neobank / payments app,30-44,Open an account,10
R0449,Neobank / payments app,30-44,Make a payment,9
R0449,Neobank / payments app,30-44,Get support,8
R0449,Neobank / payments app,30-44,Apply for credit,7
R0450,Neobank / payments app,30-44,Open an account,5
R0450,Neobank / payments app,30-44,Make a payment,10
R0450,Neobank / payments app,30-44,Get support,5
R0450,Neobank / payments app,30-44,Apply for credit,8
R0451,Private bank,30-44,Open an account,9
R0451,Private bank,30-44,Make a payment,6
R0451,Private bank,30-44,Get support,7
R0451,Private bank,30-44,Apply for credit,8
R0452,Private bank,30-44,Open an account,8
R0452,Private bank,30-44,Make a payment,10
R0452,Private bank,30-44,Get support,9
R0452,Private bank,30-44,Apply for credit,8
R0453,Neobank / payments app,18-29,Open an account,10
R0453,Neobank / payments app,18-29,Make a payment,10
R0453,Neobank / payments app,18-29,Get support,2
R0453,Neobank / payments app,18-29,Apply for credit,10
R0454,Private bank,18-29,Open an account,8
R0454,Private bank,18-29,Make a payment,8
R0454,Private bank,18-29,Get support,8
R0454,Private bank,18-29,Apply for credit,7
R0455,Neobank / payments app,45-59,Open an account,8
R0455,Neobank / payments app,45-59,Make a payment,10
R0455,Neobank / payments app,45-59,Get support,10
R0455,Neobank / payments app,45-59,Apply for credit,9
R0456,Public bank,30-44,Open an account,6
R0456,Public bank,30-44,Make a payment,2
R0456,Public bank,30-44,Get support,5
R0456,Public bank,30-44,Apply for credit,6
R0457,Private bank,30-44,Open an account,8
R0457,Private bank,30-44,Make a payment,10
R0457,Private bank,30-44,Get support,7
R0457,Private bank,30-44,Apply for credit,8
R0458,Public bank,30-44,Open an account,9
R0458,Public bank,30-44,Make a payment,7
R0458,Public bank,30-44,Get support,10
R0458,Public bank,30-44,Apply for credit,9
R0459,Public bank,30-44,Open an account,7
R0459,Public bank,30-44,Make a payment,9
R0459,Public bank,30-44,Get support,9
R0459,Public bank,30-44,Apply for credit,8
R0460,Public bank,18-29,Open an account,4
R0460,Public bank,18-29,Make a payment,5
R0460,Public bank,18-29,Get support,5
R0460,Public bank,18-29,Apply for credit,8
R0461,Neobank / payments app,30-44,Open an account,9
R0461,Neobank / payments app,30-44,Make a payment,7
R0461,Neobank / payments app,30-44,Get support,7
R0461,Neobank / payments app,30-44,Apply for credit,10
R0462,Private bank,18-29,Open an account,10
R0462,Private bank,18-29,Make a payment,8
R0462,Private bank,18-29,Get support,6
R0462,Private bank,18-29,Apply for credit,10
R0463,Public bank,30-44,Open an account,5
R0463,Public bank,30-44,Make a payment,10
R0463,Public bank,30-44,Get support,9
R0463,Public bank,30-44,Apply for credit,3
R0464,Public bank,30-44,Open an account,7
R0464,Public bank,30-44,Make a payment,9
R0464,Public bank,30-44,Get support,9
R0464,Public bank,30-44,Apply for credit,8
R0465,Public bank,30-44,Open an account,5
R0465,Public bank,30-44,Make a payment,9
R0465,Public bank,30-44,Get support,5
R0465,Public bank,30-44,Apply for credit,2
R0466,Neobank / payments app,45-59,Open an account,9
R0466,Neobank / payments app,45-59,Make a payment,10
R0466,Neobank / payments app,45-59,Get support,4
R0466,Neobank / payments app,45-59,Apply for credit,7
R0467,Neobank / payments app,45-59,Open an account,7
R0467,Neobank / payments app,45-59,Make a payment,8
R0467,Neobank / payments app,45-59,Get support,4
R0467,Neobank / payments app,45-59,Apply for credit,5
R0468,Neobank / payments app,45-59,Open an account,8
R0468,Neobank / payments app,45-59,Make a payment,10
R0468,Neobank / payments app,45-59,Get support,7
R0468,Neobank / payments app,45-59,Apply for credit,6
R0469,Private bank,18-29,Open an account,8
R0469,Private bank,18-29,Make a payment,10
R0469,Private bank,18-29,Get support,7
R0469,Private bank,18-29,Apply for credit,5
R0470,Neobank / payments app,18-29,Open an account,9
R0470,Neobank / payments app,18-29,Make a payment,9
R0470,Neobank / payments app,18-29,Get support,4
R0470,Neobank / payments app,18-29,Apply for credit,9
R0471,Neobank / payments app,60+,Open an account,5
R0471,Neobank / payments app,60+,Make a payment,8
R0471,Neobank / payments app,60+,Get support,5
R0471,Neobank / payments app,60+,Apply for credit,6
R0472,Public bank,18-29,Open an account,5
R0472,Public bank,18-29,Make a payment,8
R0472,Public bank,18-29,Get support,9
R0472,Public bank,18-29,Apply for credit,9
R0473,Private bank,60+,Open an account,8
R0473,Private bank,60+,Make a payment,7
R0473,Private bank,60+,Get support,8
R0473,Private bank,60+,Apply for credit,6
R0474,Neobank / payments app,45-59,Open an account,10
R0474,Neobank / payments app,45-59,Make a payment,9
R0474,Neobank / payments app,45-59,Get support,5
R0474,Neobank / payments app,45-59,Apply for credit,8
R0475,Private bank,30-44,Open an account,10
R0475,Private bank,30-44,Make a payment,10
R0475,Private bank,30-44,Get support,8
R0475,Private bank,30-44,Apply for credit,7
R0476,Private bank,30-44,Open an account,6
R0476,Private bank,30-44,Make a payment,10
R0476,Private bank,30-44,Get support,8
R0476,Private bank,30-44,Apply for credit,3
R0477,Private bank,30-44,Open an account,8
R0477,Private bank,30-44,Make a payment,7
R0477,Private bank,30-44,Get support,6
R0477,Private bank,30-44,Apply for credit,8
R0478,Neobank / payments app,45-59,Open an account,9
R0478,Neobank / payments app,45-59,Make a payment,10
R0478,Neobank / payments app,45-59,Get support,3
R0478,Neobank / payments app,45-59,Apply for credit,9
R0479,Private bank,45-59,Open an account,8
R0479,Private bank,45-59,Make a payment,9
R0479,Private bank,45-59,Get support,7
R0479,Private bank,45-59,Apply for credit,7
R0480,Neobank / payments app,30-44,Open an account,10
R0480,Neobank / payments app,30-44,Make a payment,7
R0480,Neobank / payments app,30-44,Get support,5
R0480,Neobank / payments app,30-44,Apply for credit,6
R0481,Private bank,45-59,Open an account,7
R0481,Private bank,45-59,Make a payment,7
R0481,Private bank,45-59,Get support,5
R0481,Private bank,45-59,Apply for credit,6
R0482,Public bank,30-44,Open an account,5
R0482,Public bank,30-44,Make a payment,9
R0482,Public bank,30-44,Get support,6
R0482,Public bank,30-44,Apply for credit,8
R0483,Neobank / payments app,18-29,Open an account,9
R0483,Neobank / payments app,18-29,Make a payment,10
R0483,Neobank / payments app,18-29,Get support,7
R0483,Neobank / payments app,18-29,Apply for credit,4
R0484,Neobank / payments app,60+,Open an account,10
R0484,Neobank / payments app,60+,Make a payment,10
R0484,Neobank / payments app,60+,Get support,4
R0484,Neobank / payments app,60+,Apply for credit,9
R0485,Private bank,18-29,Open an account,8
R0485,Private bank,18-29,Make a payment,7
R0485,Private bank,18-29,Get support,7
R0485,Private bank,18-29,Apply for credit,8
R0486,Private bank,45-59,Open an account,9
R0486,Private bank,45-59,Make a payment,7
R0486,Private bank,45-59,Get support,7
R0486,Private bank,45-59,Apply for credit,7
R0487,Neobank / payments app,30-44,Open an account,10
R0487,Neobank / payments app,30-44,Make a payment,8
R0487,Neobank / payments app,30-44,Get support,7
R0487,Neobank / payments app,30-44,Apply for credit,9
R0488,Private bank,30-44,Open an account,9
R0488,Private bank,30-44,Make a payment,8
R0488,Private bank,30-44,Get support,10
R0488,Private bank,30-44,Apply for credit,7
R0489,Private bank,18-29,Open an account,8
R0489,Private bank,18-29,Make a payment,6
R0489,Private bank,18-29,Get support,3
R0489,Private bank,18-29,Apply for credit,10
R0490,Neobank / payments app,30-44,Open an account,9
R0490,Neobank / payments app,30-44,Make a payment,9
R0490,Neobank / payments app,30-44,Get support,6
R0490,Neobank / payments app,30-44,Apply for credit,9
R0491,Private bank,30-44,Open an account,8
R0491,Private bank,30-44,Make a payment,6
R0491,Private bank,30-44,Get support,8
R0491,Private bank,30-44,Apply for credit,6
R0492,Private bank,30-44,Open an account,8
R0492,Private bank,30-44,Make a payment,8
R0492,Private bank,30-44,Get support,7
R0492,Private bank,30-44,Apply for credit,9
R0493,Neobank / payments app,18-29,Open an account,10
R0493,Neobank / payments app,18-29,Make a payment,10
R0493,Neobank / payments app,18-29,Get support,7
R0493,Neobank / payments app,18-29,Apply for credit,7
R0494,Neobank / payments app,30-44,Open an account,9
R0494,Neobank / payments app,30-44,Make a payment,9
R0494,Neobank / payments app,30-44,Get support,7
R0494,Neobank / payments app,30-44,Apply for credit,9
R0495,Neobank / payments app,18-29,Open an account,10
R0495,Neobank / payments app,18-29,Make a payment,8
R0495,Neobank / payments app,18-29,Get support,10
R0495,Neobank / payments app,18-29,Apply for credit,7
R0496,Private bank,45-59,Open an account,6
R0496,Private bank,45-59,Make a payment,8
R0496,Private bank,45-59,Get support,10
R0496,Private bank,45-59,Apply for credit,9
R0497,Public bank,60+,Open an account,10
R0497,Public bank,60+,Make a payment,8
R0497,Public bank,60+,Get support,6
R0497,Public bank,60+,Apply for credit,3
R0498,Neobank / payments app,45-59,Open an account,9
R0498,Neobank / payments app,45-59,Make a payment,10
R0498,Neobank / payments app,45-59,Get support,8
R0498,Neobank / payments app,45-59,Apply for credit,5
R0499,Neobank / payments app,45-59,Open an account,10
R0499,Neobank / payments app,45-59,Make a payment,10
R0499,Neobank / payments app,45-59,Get support,6
R0499,Neobank / payments app,45-59,Apply for credit,8
R0500,Private bank,30-44,Open an account,9
R0500,Private bank,30-44,Make a payment,8
R0500,Private bank,30-44,Get support,5
R0500,Private bank,30-44,Apply for credit,6
R0501,Private bank,18-29,Open an account,7
R0501,Private bank,18-29,Make a payment,8
R0501,Private bank,18-29,Get support,9
R0501,Private bank,18-29,Apply for credit,5
R0502,Private bank,30-44,Open an account,8
R0502,Private bank,30-44,Make a payment,8
R0502,Private bank,30-44,Get support,6
R0502,Private bank,30-44,Apply for credit,7
R0503,Neobank / payments app,30-44,Open an account,10
R0503,Neobank / payments app,30-44,Make a payment,10
